Known As,Full Name,Overall,Value,Best Position,Nationality,Age,Club Name,Joined On
V. Anita,Vurnon Anita,67,500000,CDM,Curacao,33,RKC Waalwijk,2020
D. Ochoa,David Ochoa,67,2000000,GK,Mexico,21,D.C. United,2022
B. Shandu,Bandile Shandu,67,1100000,RM,South Africa,27,Orlando Pirates,2021
K. Fickentscher,Kevin Fickentscher,67,325000,GK,Switzerland,33,FC Sion,2009
Yan Sasse,Yan Medeiros Sasse,67,1500000,CAM,Brazil,25,Wellington Phoenix,2022
G. Tomasiewicz,Grzegorz Tomasiewicz,67,1300000,CAM,Poland,26,Piast Gliwice,2022
C. Chaplin,Conor Chaplin,67,1300000,CAM,England,25,Ipswich Town,2021
L. González,Leonel González,67,975000,CB,Argentina,28,Argentinos Juniors,2020
A. Stewart,Anthony Stewart,67,850000,CB,England,29,Aberdeen,2022
J. Parodi,José Parodi,67,1500000,RM,Peru,24,Ayacucho,2021
Óscar Clemente,Óscar Clemente Mues,67,2300000,LM,Spain,23,Unión Deportiva Las Palmas,2020
G. Hirst,George Hirst,67,1600000,ST,England,23,Blackburn Rovers,2019
R. García,Rafael García,67,500000,CB,Uruguay,33,Cerro Largo Fútbol Club,2022
A. Máx,Augusto Máx,67,875000,CDM,Argentina,29,Cerro Largo Fútbol Club,2021
R. Varga,Roland Varga,67,800000,RW,Hungary,32,Sepsi OSK Sf. Gheorghe,2022
Y. Badji,Youssouph Badji,67,2300000,ST,Senegal,20,Royal Charleroi S.C.,2020
Tomás Esteves,Tomás Lago Pontes Esteves,67,2300000,RB,Portugal,20,Pisa,2020
L. Heredia,Leonardo Heredia,67,1200000,ST,Argentina,26,Estudiantes de La Plata,2019
C. Traoré,Cheick Traoré,67,1100000,RB,Mali,27,Dijon FCO,2021
Pedro Marques,Pedro David Rosendo Marques,67,1600000,ST,Portugal,24,N.E.C. Nijmegen,2022
J. Mulraney,Jake Mulraney,67,1200000,LM,Republic of Ireland,26,Orlando City Soccer Club,2022
S. McConville,Sean McConville,67,625000,LM,England,33,Accrington Stanley,2015
J. Boyamba,Joseph Boyamba,67,1200000,RM,Germany,25,TSV 1860 München,2022
Oriol Rosell,Oriol Rosell Argerich,67,875000,CDM,Spain,29,Sporting Kansas City,2022
B. Mugabi,Bevis Mugabi,67,1100000,CB,Uganda,27,Motherwell,2019
J. Adéoti,Jordan Adéoti,67,500000,CDM,Benin,33,Stade Lavallois Mayenne FC,2021
Carlos Isaac,Carlos Isaac Muñoz Obejero,67,1400000,RB,Spain,24,FC Vizela,2022
João Virgínia,João Manuel Neves Virgínia,67,2000000,GK,Portugal,22,SC Cambuur,2018
P. Izzo,Paul Izzo,67,925000,GK,Australia,27,Melbourne Victory,2022
Y. de Lanlay,Yann-Erik de Lanlay,67,975000,RW,Norway,30,Viking FK,2020
E. Salomonsson,Emil Salomonsson,67,525000,RB,Sweden,33,IFK Göteborg,2022
Freddy Cardouso,Fred Marcos Cardouso Pombal,67,1200000,CAM,Brazil,22,Atlético Clube Goianiense,2022
Q. Lecoeuche,Quentin Lecoeuche,67,925000,LB,France,28,Valenciennes FC,2021
M. O'Leary,Max O'Leary,67,1200000,GK,England,25,Bristol City,2013
C. Mafla,Christian Mafla,67,900000,LB,Colombia,29,Deportivo Cali,2022
M. Olosunde,Matt Olosunde,67,1400000,RWB,United States,24,Preston North End,2021
Jean Carlos,Jean Carlos Silva Rocha,67,1200000,RM,Brazil,26,Pogoń Szczecin,2021
G. Ramírez,Gustavo Ramírez,67,825000,ST,Paraguay,32,Rosario Central,2022
J. Grønning,Jeppe Grønning,67,725000,CDM,Denmark,31,Viborg FF,2012
M. Constantin,Marius Constantin,67,180000,CB,Romania,37,Campionii FC Arges,2022
R. Strączek,Rafał Strączek,67,2000000,GK,Poland,23,FC Girondins de Bordeaux,2022
M. Ziegl,Marcel Ziegl,67,875000,CDM,Austria,29,SV Ried,2009
M. Baku,Makana Baku,67,1500000,RM,Germany,24,Legia Warszawa,2022
E. Saavedra,Erwin Saavedra,67,1200000,RWB,Bolivia,26,Mamelodi Sundowns FC,2022
C. Goode,Charlie Goode,67,1100000,CB,England,26,Brentford,2020
R. Ballivián,Ramiro Ballivián,67,975000,RW,Bolivia,30,Club Deportivo Jorge Wilstermann,2019
K. Baccus,Kearyn Baccus,67,850000,CDM,Australia,30,Macarthur FC,2022
D. Bates,David Bates,67,1300000,CB,Scotland,25,KV Mechelen,2022
Tiago Dantas,Tiago Filipe Oliveira Dantas,67,2500000,CAM,Portugal,21,PAOK,2018
K. Pallesen,Kristoffer Pallesen,67,700000,RB,Denmark,32,Aalborg BK,2017
C. Odenthal,Cas Odenthal,67,2100000,CB,Netherlands,21,Como,2022
J. Doig,Josh Doig,67,2300000,LB,Scotland,20,Hellas Verona,2022
M. Kana,Marco Kana,67,2100000,CDM,Belgium,19,RSC Anderlecht,2019
G. Beridze,Giorgi Beridze,67,1300000,LM,Georgia,25,MKE Ankaragücü,2022
A. Maciel,Alejandro Maciel,67,1400000,CB,Argentina,25,Club Atlético Banfield,2018
B. Garuccio,Ben Garuccio,67,1100000,LWB,Australia,27,Western United FC,2021
J. Veldmate,Jeroen Veldmate,67,475000,CB,Netherlands,33,FC Emmen,2021
I. Van der Brempt,Ignace Van der Brempt,67,2300000,RM,Belgium,20,FC Red Bull Salzburg,2022
K. Muhar,Karlo Muhar,67,1200000,CB,Croatia,26,CFR Cluj,2022
D. Carando,Danilo Carando,67,650000,ST,Argentina,33,Cienciano,2021
F. Gino,Federico Gino,67,1000000,CDM,Uruguay,29,Platense,2022
R. Contreras,Rodrigo Contreras,67,1300000,ST,Argentina,26,Platense,2022
Z. Davitashvili,Zuriko Davitashvili,67,2300000,RM,Georgia,21,FC Girondins de Bordeaux,2022
A. Almici,Alberto Almici,67,900000,RB,Italy,29,SPAL,2022
R. Windbichler,Richard Windbichler,67,700000,CB,Austria,31,Chengdu Rongcheng F.C.,2022
R. Højlund,Rasmus Højlund,67,2400000,ST,Denmark,19,Atalanta,2022
E. Caprile,Elia Caprile,67,2100000,GK,Italy,20,Bari,2022
V. Găman,Valerică Găman,67,475000,CB,Romania,33,Universitatea Craiova,2021
Ewerton,Ewerton da Silva Pereira,67,1000000,CM,Brazil,29,Portimonense SC,2021
Insua,Pablo Insua Blanco,67,975000,CB,Spain,28,Real Sporting de Gijón,2022
M. Aydin,Mehmet Can Aydin,67,2300000,RM,Germany,20,FC Schalke 04,2021
E. Schelotto,Ezequiel Schelotto,67,525000,RB,Italy,33,Club Atlético Aldosivi,2022
Nuno Borges,Nuno Miguel Oliveira Borges,67,350000,CDM,Cape Verde Islands,34,Casa Pia,2021
F. Daprelà,Fabio Daprelà,67,700000,CB,Switzerland,31,FC Lugano,2017
H. Mbock,Hianga'a Mbock,67,2200000,CM,France,22,Stade Malherbe Caen,2019
F. Wadja,Franklin Wadja,67,1200000,CB,Cameroon,27,Stade Malherbe Caen,2021
F. Melegoni,Filippo Melegoni,67,2000000,CM,Italy,23,Standard de Liège,2022
D. Grigore,Dragoș Grigore,67,275000,CB,Romania,35,Rapid București,2021
D. Riolfo,Diego Riolfo,67,800000,CAM,Uruguay,32,Montevideo Wanderers,2020
G. Docherty,Greg Docherty,67,1300000,CDM,Scotland,25,Hull City,2020
C. Suárez,Carlos Suárez,67,850000,CDM,Venezuela,30,Caracas Fútbol Club,2022
D. Novoa,Diego Novoa,67,325000,GK,Colombia,33,América de Cali,2021
M. Konczkowski,Martin Konczkowski,67,925000,RB,Poland,28,Śląsk Wrocław,2022
Manu Molina,Manuel Antonio Molina Valero,67,850000,CM,Spain,30,Real Zaragoza,2022
P. Arajuuri,Paulus Arajuuri,67,325000,CB,Finland,34,HJK Helsinki,2022
I. Diawara,Ismael Diawara,67,1000000,GK,Mali,27,Malmö FF,2021
Park Joo Ho,Joo Ho Park,67,400000,CDM,Korea Republic,35,Suwon FC,2021
Patrick,Fábio Patrick Santos Fernandes,67,1000000,ST,Cape Verde Islands,28,GD Chaves,2022
M. Mattsson,Magnus Mattsson,67,1600000,CAM,Denmark,23,N.E.C. Nijmegen,2021
Jeong Woo Jae,Woo Jae Jeong,67,875000,LWB,Korea Republic,30,Jeju United FC,2019
N. Rossi,Nicolás Rossi,67,2500000,RM,Uruguay,20,Club Atlético Peñarol,2022
C. Tizón,Christian Tizón,67,1200000,LWB,Uruguay,26,Cerro Largo Fútbol Club,2022
M. Juwara,Musa Juwara,67,2300000,CAM,Gambia,20,Bologna,2019
R. Márquez,Rodrigo Márquez,67,2000000,CAM,Argentina,20,Club Atlético Independiente,2021
R. Rebolledo,Raimundo Rebolledo,67,1300000,RWB,Chile,25,Universidad Católica,2014
M. Bourabia,Mehdi Bourabia,67,850000,CM,Morocco,30,Spezia,2022
M. Al Harbi,Muteb Al Harbi,67,1500000,LM,Saudi Arabia,22,Al Shabab,2020
K. Barbarouses,Kosta Barbarouses,67,825000,RW,New Zealand,32,Wellington Phoenix,2022
L. Dietz,Lars Dietz,67,1300000,CB,Germany,25,Viktoria Köln,2022
Z. Arsenić,Zoran Arsenić,67,1000000,CB,Croatia,28,Raków Częstochowa,2021
J. Kubicki,Jarosław Kubicki,67,1200000,CM,Poland,26,Lechia Gdańsk,2018
S. Decarli,Saulo Decarli,67,825000,CB,Switzerland,30,Eintracht Braunschweig,2022
M. Szromnik,Michał Szromnik,67,775000,GK,Poland,29,Śląsk Wrocław,2020
C. Clemens,Christian Clemens,67,975000,RM,Germany,30,Lechia Gdańsk,2022
H. Afful,Harrison Afful,67,230000,RB,Ghana,36,Charlotte FC,2022
T. Van Den Keybus,Thomas Van Den Keybus,67,2300000,CM,Belgium,21,KVC Westerlo,2017
J. Andrada,Juan Andrada,67,1200000,CDM,Argentina,27,Godoy Cruz,2016
J. Mees,Joshua Mees,67,1200000,LM,Germany,26,SSV Jahn Regensburg,2020
Y. Ayoub,Yassin Ayoub,67,1000000,LWB,Morocco,28,Excelsior,2022
O. Kiomourtzoglou,Orestis Kiomourtzoglou,67,1300000,CB,Germany,24,Heart of Midlothian,2022
O. Piris,Oscar Piris,67,475000,CB,Argentina,33,Gimnasia y Esgrima La Plata,2022
J. Gaspar,Jordy Gaspar,67,1300000,RWB,France,25,Grenoble Foot 38,2020
João Figueiredo,João Vitor Brandão Figueiredo,67,1300000,ST,Brazil,26,Gazişehir Gaziantep F.K.,2022
Leandro Pestanha,Leandro Fabiano Pestanha Días,67,975000,CB,Brazil,26,Cuiabá,2022
A. Kanté,Aboubakary Kanté,67,1100000,ST,Gambia,27,SD Huesca,2022
E. Ómarsson,Elías Már Ómarsson,67,1200000,ST,Iceland,27,Nîmes Olympique,2021
Alexsandro Ribeiro,Alexsandro de Souza Ribeiro,67,2100000,CB,Brazil,22,LOSC Lille,2022
N. Ferreira,Nicolás Ferreira,67,2500000,RW,Uruguay,20,Montevideo Wanderers,2019
S. Jurić,Stanko Jurić,67,1300000,CDM,Croatia,25,Parma,2021
G. Ferrarini,Gabriele Ferrarini,67,2000000,RB,Italy,22,AC Monza,2020
S. Salles-Lamonge,Sébastien Salles-Lamonge,67,1300000,CAM,France,26,SC Bastia,2019
D. Neil,Dan Neil,67,2300000,CM,England,20,Sunderland,2019
C. Montes,Clemente Montes,67,2500000,LW,Chile,21,Universidad Católica,2020
F. Götze,Felix Götze,67,1300000,CB,Germany,24,Rot-Weiß Essen,2018
F. Leys,Franco Leys,67,975000,CDM,Argentina,28,Patronato,2021
Yun Pyeong Gook,Pyeong Gook Yun,67,775000,GK,Korea Republic,30,Pohang Steelers,2022
P. Papp,Paul Papp,67,650000,CB,Romania,32,Universitatea Craiova,2020
B. Milovanov,Bogdan Milovanov,67,1900000,RWB,Ukraine,24,FC Arouca,2022
C. Gasper,Chase Gasper,67,1100000,LB,United States,26,LA Galaxy,2022
Carlos Nieto,Carlos Nieto Herrero,67,1200000,LB,Spain,26,Real Zaragoza,2014
Li Ang,Ang Li,67,875000,CB,China PR,28,Shanghai Port FC,2021
Jeong Jae Yong,Jae Yong Jeong,67,725000,CDM,Korea Republic,31,Suwon FC,2020
O. Davida,Osher Davida,67,2300000,LM,Israel,21,Standard de Liège,2022
Saúl Coco,Saúl Basilio Coco Bassey Oubiña,67,2100000,CB,Equatorial Guinea,23,Unión Deportiva Las Palmas,2020
C. Clark,Caden Clark,67,2600000,CAM,United States,19,New York Red Bulls,2021
A. López,Andrés López,67,900000,RB,Ecuador,29,LDU Quito,2022
O. Vâlceanu,Octavian Vâlceanu,67,1200000,GK,Romania,25,Petrolul Ploiești,2022
Rafael de Aseiro,Rafael Simão de Aseiro Vieira,67,675000,GK,Brazil,30,São Paulo,2022
A. Grønbæk,Albert Grønbæk,67,2300000,CAM,Denmark,21,FK Bodø/Glimt,2022
B. Stillhart,Basil Stillhart,67,975000,CM,Switzerland,28,FC St. Gallen 1879,2020
E. Fereira,Eduardo Fereira,67,2200000,RB,Venezuela,21,Casa Pia,2022
C. Ngonge,Cyril Ngonge,67,1600000,ST,Belgium,22,FC Groningen,2021
D. Marcq,Damien Marcq,67,500000,CDM,France,33,Royal Charleroi S.C.,2022
Rubén Yáñez,Rubén Yáñez Alabart,67,875000,GK,Spain,28,Málaga CF,2022
F. Bravo,Federico Bravo,67,900000,CDM,Argentina,28,CD Antofagasta,2022
R. Civelek,Ramazan Civelek,67,1200000,RM,Turkey,26,Yukatel Kayserispor,2021
J. Williams,Josh Williams,67,325000,CB,United States,34,Columbus Crew,2017
Álvaro Vázquez,Álvaro Vázquez García,67,850000,ST,Spain,31,FC Goa,2022
M. Braida,Malcom Braida,67,1300000,ST,Argentina,25,San Lorenzo de Almagro,2022
S. Soumano,Sambou Soumano,67,2300000,ST,Senegal,21,KAS Eupen,2021
J. Tolkin,John Tolkin,67,2100000,LWB,United States,19,New York Red Bulls,2020
L. Recalde,Luciano Recalde,67,1200000,CB,Argentina,26,Cienciano,2022
M. Bundu,Mustapha Bundu,67,1300000,RM,Sierra Leone,25,FC Andorra,2022
S. Allagbé,Saturnin Allagbé,67,800000,GK,Benin,28,Dijon FCO,2020
E. Ferigra,Erick Ferigra,67,2100000,CB,Ecuador,23,FC Paços de Ferreira,2022
P. Hanlon,Paul Hanlon,67,650000,CB,Scotland,32,Hibernian,2008
Sergio Moreno,Sergio Moreno Martínez,67,2300000,ST,Spain,23,CA Osasuna,2018
E. Iyoha,Emmanuel Iyoha,67,1400000,ST,Germany,24,Fortuna Düsseldorf,2015
R. Swete,Rene Swete,67,500000,GK,Austria,32,TSV Egger Glas Hartberg,2017
André Moreira,André Campos Moreira,67,1200000,GK,Portugal,26,Grasshopper Club Zürich,2021
C. Leemans,Clint Leemans,67,1200000,CM,Netherlands,26,Viborg FF,2021
B. Godeau,Bruno Godeau,67,825000,CB,Belgium,30,KAA Gent,2020
M. Rzatkowski,Marc Rzatkowski,67,800000,CM,Germany,32,DSC Arminia Bielefeld,2022
C. Olses,Carlos Olses,67,2200000,GK,Venezuela,21,Deportivo La Guaira FC,2020
F. Saravia,Franco Saravia,67,1800000,GK,Peru,22,Club Alianza Lima,2020
A. Sayyadmanesh,Allahyar Sayyadmanesh,67,2300000,ST,Iran,21,Hull City,2022
Y. Dhanda,Yan Dhanda,67,1600000,CAM,England,23,Ross County FC,2022
M. Wunderlich,Mike Wunderlich,67,325000,CAM,Germany,36,1. FC Kaiserslautern,2021
Y. Ibrahimaj,Ylldren Ibrahimaj,67,1200000,RM,Kosovo,26,Lillestrøm SK,2022
F. Álvarez,Francisco Álvarez,67,2100000,CB,Argentina,22,Patronato,2022
R. Quijada,Rubert Quijada,67,475000,CB,Venezuela,33,Caracas Fútbol Club,2022
L. Jans,Laurent Jans,67,900000,RB,Luxembourg,29,SV Waldhof Mannheim 07,2022
G. Bello,George Bello,67,2300000,LWB,United States,20,DSC Arminia Bielefeld,2022
S. Al Nabit,Sumayhan Al Nabit,67,1100000,LM,Saudi Arabia,26,Al Taawoun,2020
C. Monschein,Christoph Monschein,67,1000000,CF,Austria,29,SV Ried,2022
J. Ginnelly,Josh Ginnelly,67,1300000,RM,England,25,Heart of Midlothian,2021
F. Kaufmann,Fabio Kaufmann,67,1000000,RM,Germany,29,Eintracht Braunschweig,2022
Y. Qasmi,Yacine Qasmi,67,850000,ST,Morocco,31,CD Leganés,2022
J. Alman,Jostin Alman,67,1200000,ST,Ecuador,27,Delfín Sporting Club,2021
V. Müller,Vincent Müller,67,2000000,GK,Germany,21,MSV Duisburg,2022
I. Quílez,Ismael Quílez,67,700000,RB,Argentina,32,Club Atlético Huracán,2021
P. Faragò,Paolo Faragò,67,1000000,CM,Italy,29,Como,2022
J. Elvedi,Jan Elvedi,67,1200000,CB,Switzerland,25,SSV Jahn Regensburg,2020
M. Beevers,Mark Beevers,67,650000,CB,England,32,Perth Glory,2022
N. Siega,Nicholas Siega,67,825000,LM,Italy,31,Südtirol,2022
A. Olliero,Alexandre Olliero,67,1200000,GK,France,26,Pau FC,2021
T. Horvat,Tomi Horvat,67,1500000,CAM,Slovenia,23,SK Sturm Graz,2022
D. Wotherspoon,David Wotherspoon,67,800000,CAM,Canada,32,St. Johnstone FC,2013
A. Mehmeti,Anis Mehmeti,67,2500000,CAM,Albania,21,Wycombe Wanderers,2020
Yang Liyu,Liyu Yang,67,1300000,RM,China PR,25,Guangzhou FC,2018
C. Bălgrădean,Cristian Bălgrădean,67,170000,GK,Romania,34,CFR Cluj,2020
Luís Mata,Luís Carlos Machado Mata,67,1400000,LWB,Portugal,24,Pogoń Szczecin,2020
A. Kalulu,Aldo Kalulu,67,1300000,RW,France,26,FC Sochaux-Montbéliard,2021
D. Stojanović,Dejan Stojanović,67,800000,GK,North Macedonia,28,SSV Jahn Regensburg,2022
J. Ayala,Josué Ayala,67,170000,GK,Argentina,34,Club Atlético Sarmiento,2022
Diogo Calila,Diogo dos Santos Cabral,67,1900000,RB,Portugal,23,Santa Clara,2022
S. Kljestan,Sacha Kljestan,67,325000,CM,United States,36,LA Galaxy,2019
D. Proper,Dirk Proper,67,2100000,CDM,Netherlands,20,N.E.C. Nijmegen,2020
L. Greiml,Leo Greiml,67,2300000,CB,Austria,20,FC Schalke 04,2022
A. Șut,Adrian Șut,67,1900000,CDM,Romania,23,FCSB (Steaua),2019
W. Pacho,William Pacho,67,2100000,CB,Ecuador,20,Royal Antwerp FC,2022
K. Kraus,Kevin Kraus,67,850000,CB,Germany,29,1. FC Kaiserslautern,2018
U. Ikpeazu,Uche Ikpeazu,67,1200000,ST,Uganda,27,İttifak Holding Konyaspor,2022
P. Breier,Pascal Breier,67,975000,LM,Germany,30,F.C. Hansa Rostock,2018
A. Diomande,Adama Diomande,67,825000,ST,Norway,32,Odds BK,2022
K. Rowles,Kye Rowles,67,1500000,CB,Australia,24,Heart of Midlothian,2022
C. Osorio,Cleiderman Osorio,67,1300000,CB,Venezuela,25,Hermanos Colmenarez,2020
E. Bekiroglu,Efkan Bekiroglu,67,1200000,CAM,Germany,26,Aytemiz Alanyaspor,2020
Lisandro Semedo,Lisandro Pedro Varela Semedo,67,1200000,RM,Cape Verde Islands,26,Radomiak Radom,2022
M. Coulibaly,Mamadou Coulibaly,67,2300000,CDM,Senegal,23,Ternana,2022
N. Penneteau,Nicolas Penneteau,67,110000,GK,France,41,Stade de Reims,2021
Alex Suárez,José Alejandro Suárez Suárez,67,950000,CB,Spain,29,Unión Deportiva Las Palmas,2016
R. Longman,Ryan Longman,67,2300000,RM,England,21,Hull City,2022
B. Taz,Berkan Taz,67,1600000,CAM,Germany,23,SV Waldhof Mannheim 07,2022
B. Niňaj,Branislav Niňaj,67,1000000,CB,Slovakia,28,Sepsi OSK Sf. Gheorghe,2021
A. Bittroff,Alexander Bittroff,67,475000,CB,Germany,33,1. FC Magdeburg,2020
C. Hamilton,CJ Hamilton,67,1100000,RM,Republic of Ireland,27,Blackpool,2020
C. Ibañez,Cesar Ibañez,67,2200000,LB,Argentina,22,Club Atlético Huracán,2019
J. Jones,Jordan Jones,67,1100000,LM,Northern Ireland,27,Kilmarnock,2021
K. Boli,Kévin Boli,67,700000,CB,Côte d'Ivoire,31,FC Botoşani,2022
N. Kvekveskiri,Nika Kvekveskiri,67,850000,CDM,Georgia,30,Lech Poznań,2021
R. Hernández,Robert Hernández,67,1000000,RM,Venezuela,28,Deportivo Táchira FC,2022
C. Mac-Intosch,Calvin Mac-Intosch,67,650000,CB,Suriname,32,SC Cambuur,2019
David Goldar,David Goldar Gómez,67,1000000,CB,Spain,27,UD Ibiza,2020
E. Andersson,Elias Andersson,67,1300000,CM,Sweden,26,Djurgårdens IF,2021
J. Davidson,Jason Davidson,67,750000,LB,Australia,31,KAS Eupen,2022
S. Quemper,Stephen Quemper,67,900000,LB,France,29,En Avant de Guingamp,2022
L. Hallenius,Linus Hallenius,67,650000,ST,Sweden,33,GIF Sundsvall,2021
C. Braun,Christopher Braun,67,875000,RB,Germany,30,CFR Cluj,2022
D. Kutesa,Dereck Kutesa,67,1600000,CAM,Switzerland,24,Servette FC,2022
Y. Sylla,Yacouba Sylla,67,725000,CDM,Mali,31,FC Botoşani,2022
F. Luckeneder,Felix Luckeneder,67,975000,CB,Austria,28,LASK Linz,2021
C. Feraud,Carlos Feraud,67,850000,CAM,Ecuador,31,Mushuc Runa,2021
Larrazabal,Gaizka Larrazabal,67,1500000,RM,Spain,24,Real Zaragoza,2020
B. Delgado,Bagner Delgado,67,1100000,LM,Ecuador,26,Mushuc Runa,2021
A. Barman,Ahmed Barman,67,975000,CDM,United Arab Emirates,28,Al Ain FC,2013
Gustavo Pastinho,Gustavo Patrick Pastor Pombo,67,1000000,RW,Brazil,30,Internacional,2022
V. Jacob,Valentin Jacob,67,1000000,LM,France,28,Dijon FCO,2021
M. Correia,Marcel Correia,67,475000,CB,Portugal,33,SV Elversberg,2022
K. Sekgota,Kgaogelo Sekgota,67,1300000,LW,South Africa,25,Kaizer Chiefs,2021
S. Sy,Sanasi Sy,67,1500000,LWB,France,23,US Salernitana 1919,2021
M. Schubert,Markus Schubert,67,1300000,GK,Germany,24,Vitesse,2021
Júnior Morais,Iraneuton Sousa Morais Júnior,67,325000,LB,Brazil,35,Rapid București,2021
C. Lepoint,Christophe Lepoint,67,200000,CDM,Belgium,37,Seraing,2022
S. Mannsverk,Sivert Mannsverk,67,2300000,CM,Norway,20,Molde FK,2021
S. Lavery,Shayne Lavery,67,2300000,ST,Northern Ireland,23,Blackpool,2021
M. van der Hart,Mickey van der Hart,67,800000,GK,Netherlands,28,FC Emmen,2022
Marquinhos,Marcos Vinícius Sousa Natividade,67,1300000,RM,Brazil,25,APOEL Nicosia FC,2022
E. Pletinckx,Ewoud Pletinckx,67,2100000,CB,Belgium,21,Oud-Heverlee Leuven,2022
J. Müller,Jannik Müller,67,875000,CB,Germany,28,SV Darmstadt 98,2021
Dai Lin,Lin Dai,67,325000,CB,China PR,34,Shandong Taishan,2014
Hong Hyeon Seok,Hyeon Seok Hong,67,1600000,CM,Korea Republic,23,KAA Gent,2022
B. Motshwari,Ben Motshwari,67,825000,CM,South Africa,31,Orlando Pirates,2018
L. Henkinet,Laurent Henkinet,67,775000,GK,Belgium,29,Standard de Liège,2020
A. Mighten,Alex Mighten,67,2500000,RM,England,20,Sheffield Wednesday,2018
Daniel Fuzato,Daniel Cerântula Fuzato,67,1300000,GK,Brazil,24,UD Ibiza,2022
N. Seufert,Nils Seufert,67,1500000,CM,Germany,25,SpVgg Greuther Fürth,2021
B. Bahn,Bentley Baxter Bahn,67,1000000,RM,Germany,29,SV Waldhof Mannheim 07,2022
C. Aneke,Chuks Aneke,67,1000000,ST,England,28,Charlton Athletic,2022
F. Ranocchia,Filippo Ranocchia,67,2500000,CM,Italy,21,AC Monza,2022
T. Lam,Thomas Lam,67,1000000,CB,Finland,28,Melbourne City FC,2022
Bruno Paz,Bruno Lourenço Pinto Almeida Paz,67,1600000,CM,Portugal,24,İttifak Holding Konyaspor,2022
P. Schwarz,Petr Schwarz,67,975000,CM,Czech Republic,30,Śląsk Wrocław,2021
C. Diop,Clément Diop,67,725000,GK,Senegal,28,New England Revolution,2022
A. Czerwiński,Alan Czerwiński,67,900000,RB,Poland,29,Lech Poznań,2020
C. Galano,Cristian Galano,67,850000,LW,Italy,31,Bari,2022
J. Tamm,Joonas Tamm,67,825000,CB,Estonia,30,FCSB (Steaua),2022
R. Decostere,Robbe Decostere,67,1900000,LWB,Belgium,24,KSV Cercle Brugge,2018
Luis Muñoz,José Luis Muñoz León,67,1500000,CM,Spain,25,Málaga CF,2020
M. Cuadra,Maximiliano Cuadra,67,1100000,CAM,Argentina,27,Club Atlético Banfield,2022
H. Coulson,Hayden Coulson,67,1400000,LB,England,24,Aberdeen,2016
J. Bartkowski,Jakub Bartkowski,67,875000,RB,Poland,30,Pogoń Szczecin,2019
B. Messaoudi,Billal Messaoudi,67,1500000,RM,Algeria,24,KV Kortrijk,2022
M. Gillespie,Mark Gillespie,67,675000,GK,England,30,Newcastle United,2020
J. Handl,Johannes Handl,67,1400000,CB,Austria,24,FK Austria Wien,2019
Z. Bakkali,Zakaria Bakkali,67,1200000,LW,Belgium,26,RKC Waalwijk,2022
H. Martínez,Hugo Martínez,67,2200000,CM,Paraguay,22,Club Libertad,2018
Tomás Händel,Tomás Romano dos Santos Händel,67,2400000,LM,Portugal,21,Vitória de Guimarães,2019
N. Shipnoski,Nicklas Shipnoski,67,1600000,RM,Germany,24,SSV Jahn Regensburg,2021
F. Stokkers,Finn Stokkers,67,1300000,ST,Netherlands,26,Go Ahead Eagles,2022
E. Koffi,Erwin Koffi,67,975000,RB,Côte d'Ivoire,27,Pau FC,2020
R. Rubin,Rubio Rubin,67,1300000,ST,United States,26,Real Salt Lake,2021
I. Soro,Ismaila Soro,67,1500000,CDM,Côte d'Ivoire,24,FC Arouca,2020
K. Poku,Kwame Poku,67,2200000,CAM,Ghana,20,Peterborough United,2021
Marc Gual,Marc Gual Huguet,67,1200000,ST,Spain,26,Jagiellonia Białystok,2022
N. Royón,Nicolás Royón,67,850000,ST,Uruguay,31,Ayacucho,2022
L. O'Nien,Luke O'Nien,67,1100000,CDM,England,27,Sunderland,2018
B. Lambert,Boris Lambert,67,2100000,CB,Belgium,22,KAS Eupen,2019
N. Loosli,Noah Loosli,67,1300000,CB,Switzerland,25,Grasshopper Club Zürich,2021
P. González,Pablo González,67,1200000,RM,Uruguay,25,Liverpool Fútbol Club,2022
Zhang Yuning,Yuning Zhang,67,1400000,ST,China PR,25,Beijing Guoan FC,2019
Gaspar Campos,Gaspar Campos-Ansó,67,2300000,CAM,Spain,22,Burgos CF,2020
R. López,Renzo López,67,1000000,ST,Uruguay,28,Club Atlético Central Córdoba,2022
A. Muyl,Alex Muyl,67,1200000,RM,United States,26,Nashville SC,2020
G. Kekana,Grant Kekana,67,850000,CB,South Africa,29,Mamelodi Sundowns FC,2021
João Valido,João Nuno Figueiredo Valido,67,1800000,GK,Portugal,22,FC Arouca,2022
M. Moya,Matías Moya,67,1600000,RM,Argentina,24,Deportivo Ñublense,2022
Costinha,João José Pereira da Costa,67,1000000,CAM,Portugal,29,Santa Clara,2020
D. Steres,Daniel Steres,67,700000,CB,United States,31,Houston Dynamo,2022
K. Arriaga,Kervin Arriaga,67,1400000,CB,Honduras,24,Minnesota United FC,2022
M. Barthelmé,Maxime Barthelmé,67,625000,RM,France,33,En Avant de Guingamp,2021
